codigo_interno,categoria_atual,linha,produto_compra,eixo_a,eixo_b,novo_sku,h1,h2,h3,h4,h5,sku_atual
LSY-7OD,B - COBERTURAS E FORROS,MATERIAIS BÁSICOS,COMPENSADO,20 X 1,,COMPENSADO 20 X 1,COMPENSADO,"2,20 X 1,10 X 04,00 MM",,,,"COMPENSADO 2,20 X 1,10 X 04,00 MM"
2IB-P0W,B - COBERTURAS E FORROS,COBERTURAS E FORROS,FORRO PVC,8mm x 20cm x 6m,BRANCO,FORRO PVC 8mm x 20cm x 6m BRANCO,FORRO PVC,8mm x 20cm x 6m,BRANCO,FRISADO,,FORRO PVC 8MM X 20CM X 6M BRANCO FRISADO
683-4QL,B - COBERTURAS E FORROS,DIVERSOS,FORRO PVC,8mm x 20cm x 6m,BRANCO,FORRO PVC 8mm x 20cm x 6m BRANCO,FORRO PVC,8mm x 20cm x 6m,BRANCO,CANALADO GEMINI,,FORRO PVC 8MM X 20CM X 6M BRANCO CANALADO GEMINI
LSZ-65P,B - COBERTURAS E FORROS,COBERTURAS E FORROS,PERFIL DE PVC,,,PERFIL DE PVC,PERFIL DE PVC COLONIAL BRANCO 06M #G,,,,,PERFIL DE PVC COLONIAL BRANCO 06M #G
QYI-7MI,B - COBERTURAS E FORROS,COBERTURAS E FORROS,PERFIL DE PVC,,,PERFIL DE PVC,PERFIL DE PVC F 06M #G,,,,,PERFIL DE PVC F 06M #G
LXE-85B,B - COBERTURAS E FORROS,COBERTURAS E FORROS,PERFIL DE PVC,,,PERFIL DE PVC,PERFIL DE PVC H 06M #G,,,,,PERFIL DE PVC H 06M #G
E6M-3SX,B - COBERTURAS E FORROS,COBERTURAS E FORROS,PERFIL DE PVC,,,PERFIL DE PVC,PERFIL DE PVC U 06M #G,,,,,PERFIL DE PVC U 06M #G
SF1-94T,B - COBERTURAS E FORROS,VERGALHÃO,TELA,,,TELA,"TELA PARA MOSQUITEIRO VERDE 1,20 X 50",,,,,"TELA PARA MOSQUITEIRO VERDE 1,20 X 50"
9RL-L6C,B - COBERTURAS E FORROS,VERGALHÃO,TELA,,,TELA,"TELA PARA MOSQUITO VERDE 1,00 X 50,00",,,,,"TELA PARA MOSQUITO VERDE 1,00 X 50,00"
KOK-ML9,B - COBERTURAS E FORROS,VERGALHÃO,TELA,,,TELA,"TELA PARA MOSQUITO VERDE 1,50 X 50",,,,,"TELA PARA MOSQUITO VERDE 1,50 X 50"
S4W-9FU,B - COBERTURAS E FORROS,COBERTURAS E FORROS,TELHA ONDULADA GALVALUME GSP,66 X 2,,TELHA ONDULADA GALVALUME GSP 66 X 2,"TELHA ONDULADA GALVALUME GSP 0,66 X 2,44 M NORTFORT 0,6",,,,,"TELHA ONDULADA GALVALUME GSP 0,66 X 2,44 M NORTFORT 0,6"
3O8-PH9,C - HIDRÁULICA BRUTA,HIDRÁULICA,ADAPTADOR CAIXA D'ÁGUA,20MM X 1/2',,ADAPTADOR CAIXA D'ÁGUA 20MM X 1/2',ADAPTADOR P/ CX. D'ÁGUA,20MM X 1/2',,,,ADAPTADOR P/ CX. D'ÁGUA 20MM X 1/2'
3P5-9FP,C - HIDRÁULICA BRUTA,HIDRÁULICA,ADAPTADOR CAIXA D'ÁGUA,25MM X 3/4',,ADAPTADOR CAIXA D'ÁGUA 25MM X 3/4',ADAPTADOR P/ CX. D'ÁGUA,25MM X 3/4',,,,ADAPTADOR P/ CX. D'ÁGUA 25MM X 3/4'
54Z-SPY,C - HIDRÁULICA BRUTA,HIDRÁULICA,ADAPTADOR CAIXA D'ÁGUA,"50MM X 1"" 1/2'",,"ADAPTADOR CAIXA D'ÁGUA 50MM X 1"" 1/2'",ADAPTADOR P/ CX. D'ÁGUA,"50MM X 1"" 1/2'",,,,"ADAPTADOR P/ CX. D'ÁGUA 50MM X 1"" 1/2'"
9WY-VB1,C - HIDRÁULICA BRUTA,HIDRÁULICA,ADAPTADOR CAIXA D'ÁGUA,"32MM X 1""",,"ADAPTADOR CAIXA D'ÁGUA 32MM X 1""",ADAPTADOR P/ CX. D'ÁGUA,"32MM X 1""",,,,"ADAPTADOR P/ CX. D'ÁGUA 32MM X 1"""
A43-3DA,C - HIDRÁULICA BRUTA,HIDRÁULICA,ADAPTADOR CAIXA D'ÁGUA,"40MM X 1"" 1/4'",,"ADAPTADOR CAIXA D'ÁGUA 40MM X 1"" 1/4'",ADAPTADOR P/ CX. D'ÁGUA,"40MM X 1"" 1/4'",,,,"ADAPTADOR P/ CX. D'ÁGUA 40MM X 1"" 1/4'"
O6X-7DK,C - HIDRÁULICA BRUTA,HIDRÁULICA,ADAPTADOR CAIXA D'ÁGUA,"60MM X 2""",,"ADAPTADOR CAIXA D'ÁGUA 60MM X 2""",ADAPTADOR P/ CX. D'ÁGUA,"60MM X 2""",,,,"ADAPTADOR P/ CX. D'ÁGUA 60MM X 2"""
0DB-3HP,C - HIDRÁULICA BRUTA,SOLDÁVEL,ADAPTADOR SOLDÁVEL,25MM X 3/4',,ADAPTADOR SOLDÁVEL 25MM X 3/4',ADAPTADOR SOLDÁVEL MISTO,25MM X 3/4',,,,ADAPTADOR SOLDÁVEL MISTO 25MM X 3/4'
B5V-UZH,C - HIDRÁULICA BRUTA,SOLDÁVEL,ADAPTADOR SOLDÁVEL,"32MM X 1""",,"ADAPTADOR SOLDÁVEL 32MM X 1""",ADAPTADOR SOLDÁVEL MISTO,"32MM X 1""",,,,"ADAPTADOR SOLDÁVEL MISTO 32MM X 1"""
H1H-6T2,C - HIDRÁULICA BRUTA,SOLDÁVEL,ADAPTADOR SOLDÁVEL,"50MM X 1"" 1/2'",,"ADAPTADOR SOLDÁVEL 50MM X 1"" 1/2'",ADAPTADOR SOLDÁVEL MISTO,"50MM X 1"" 1/2'",,,,"ADAPTADOR SOLDÁVEL MISTO 50MM X 1"" 1/2'"
V8W-IZA,C - HIDRÁULICA BRUTA,SOLDÁVEL,ADAPTADOR SOLDÁVEL,20MM X 1/2',,ADAPTADOR SOLDÁVEL 20MM X 1/2',ADAPTADOR SOLDÁVEL MISTO,20MM X 1/2',,,,ADAPTADOR SOLDÁVEL MISTO 20MM X 1/2'
YOV-I2B,C - HIDRÁULICA BRUTA,SOLDÁVEL,ADAPTADOR SOLDÁVEL,"40MM X 1"" 1/4'",,"ADAPTADOR SOLDÁVEL 40MM X 1"" 1/4'",ADAPTADOR SOLDÁVEL MISTO,"40MM X 1"" 1/4'",,,,"ADAPTADOR SOLDÁVEL MISTO 40MM X 1"" 1/4'"
NPH-H9H,C - HIDRÁULICA BRUTA,HIDRÁULICA,BOCA DE LOBO,,,BOCA DE LOBO,BOCA DE LOBO,,,,,BOCA DE LOBO
JPO-SR4,C - HIDRÁULICA BRUTA,HIDRÁULICA,BOCAL,C/ RABICHO,,BOCAL C/ RABICHO,BOCAL,C/ RABICHO,,,,BOCAL C/ RABICHO
6CQ-681,C - HIDRÁULICA BRUTA,ELETRODUTO,BUCHA ELETRODUTO,1/2',INCA,BUCHA ELETRODUTO 1/2' INCA,BUCHA ELETRODUTO,1/2',INCA,,,BUCHA ELETRODUTO 1/2' INCA
9GK-AC6,C - HIDRÁULICA BRUTA,ELETRODUTO,BUCHA ELETRODUTO,1'',INCA,BUCHA ELETRODUTO 1'' INCA,BUCHA ELETRODUTO,1'',INCA,,,BUCHA ELETRODUTO 1'' INCA
5BC-ILD,C - HIDRÁULICA BRUTA,ROSCÁVEL,BUCHA REDUÇÃO ROSCÁVEL,,3/4 X 1/2,BUCHA REDUÇÃO ROSCÁVEL 3/4 X 1/2,BUCHA RED. ROSCÁVEL,ROSCAVEL,,3/4 X 1/2,,BUCHA RED. ROSCÁVEL ROSCAVEL 3/4 X 1/2
TDN-3WI,C - HIDRÁULICA BRUTA,ROSCÁVEL,BUCHA REDUÇÃO ROSCÁVEL,,1 X 3/4,BUCHA REDUÇÃO ROSCÁVEL 1 X 3/4,BUCHA RED. ROSCÁVEL,ROSCAVEL,,1 X 3/4,,BUCHA RED. ROSCÁVEL ROSCAVEL 1 X 3/4
Z41-S5T,C - HIDRÁULICA BRUTA,ROSCÁVEL,BUCHA REDUÇÃO ROSCÁVEL,,1 1/4 X 1,BUCHA REDUÇÃO ROSCÁVEL 1 1/4 X 1,BUCHA RED. ROSCÁVEL,ROSCAVEL,,1 1/4 X 1,,BUCHA RED. ROSCÁVEL ROSCAVEL 1 1/4 X 1
500-8RT,C - HIDRÁULICA BRUTA,SOLDÁVEL,BUCHA REDUÇÃO SOLDÁVEL,LONGA,32 x 25,BUCHA REDUÇÃO SOLDÁVEL LONGA 32 x 25,BUCHA RED. SOLD,SOLDÁVEL,LONGA,32 x 25,,BUCHA RED. SOLD SOLDÁVEL LONGA 32 x 25
7HL-YQY,C - HIDRÁULICA BRUTA,SOLDÁVEL,BUCHA REDUÇÃO SOLDÁVEL,CURTA,32 x 25,BUCHA REDUÇÃO SOLDÁVEL CURTA 32 x 25,BUCHA RED. SOLD,SOLDÁVEL,CURTA,32 x 25,,BUCHA RED. SOLD SOLDÁVEL CURTA 32 x 25
8SL-VA5,C - HIDRÁULICA BRUTA,SOLDÁVEL,BUCHA REDUÇÃO SOLDÁVEL,CURTA,25 X 20,BUCHA REDUÇÃO SOLDÁVEL CURTA 25 X 20,BUCHA RED. SOLD,SOLDÁVEL,CURTA,25 X 20,,BUCHA RED. SOLD SOLDÁVEL CURTA 25 X 20
CO3-8UV,C - HIDRÁULICA BRUTA,SOLDÁVEL,BUCHA REDUÇÃO SOLDÁVEL,LONGA,32 x 20,BUCHA REDUÇÃO SOLDÁVEL LONGA 32 x 20,BUCHA RED. SOLD,SOLDÁVEL,LONGA,32 x 20,,BUCHA RED. SOLD SOLDÁVEL LONGA 32 x 20
LLL-7X5,C - HIDRÁULICA BRUTA,SOLDÁVEL,BUCHA REDUÇÃO SOLDÁVEL,LONGA,40 X 20,BUCHA REDUÇÃO SOLDÁVEL LONGA 40 X 20,BUCHA RED. SOLD,SOLDÁVEL,LONGA,40 X 20,,BUCHA RED. SOLD SOLDÁVEL LONGA 40 X 20
Q32-MLY,C - HIDRÁULICA BRUTA,SOLDÁVEL,BUCHA REDUÇÃO SOLDÁVEL,LONGA,25 X 20,BUCHA REDUÇÃO SOLDÁVEL LONGA 25 X 20,BUCHA RED. SOLD,SOLDÁVEL,LONGA,25 X 20,,BUCHA RED. SOLD SOLDÁVEL LONGA 25 X 20
S16-ZRO,C - HIDRÁULICA BRUTA,SOLDÁVEL,BUCHA REDUÇÃO SOLDÁVEL,CURTA,40 x 32,BUCHA REDUÇÃO SOLDÁVEL CURTA 40 x 32,BUCHA RED. SOLD,SOLDÁVEL,CURTA,40 x 32,,BUCHA RED. SOLD SOLDÁVEL CURTA 40 x 32
W7I-BRH,C - HIDRÁULICA BRUTA,SOLDÁVEL,BUCHA REDUÇÃO SOLDÁVEL,CURTA,50 X 40,BUCHA REDUÇÃO SOLDÁVEL CURTA 50 X 40,BUCHA RED. SOLD,SOLDÁVEL,CURTA,50 X 40,,BUCHA RED. SOLD SOLDÁVEL CURTA 50 X 40
ZN3-92W,C - HIDRÁULICA BRUTA,SOLDÁVEL,BUCHA REDUÇÃO SOLDÁVEL,LONGA,40 x 25,BUCHA REDUÇÃO SOLDÁVEL LONGA 40 x 25,BUCHA RED. SOLD,SOLDÁVEL,LONGA,40 x 25,,BUCHA RED. SOLD SOLDÁVEL LONGA 40 x 25
Z2K-3US,C - HIDRÁULICA BRUTA,ROSCÁVEL,BUCHA REDUÇÃO ROSCÁVEL,,1 1/2 X 1 1/4,BUCHA REDUÇÃO ROSCÁVEL 1 1/2 X 1 1/4,BUCHA REDUÇÃO,ROSCAVEL,,1 1/2 X 1 1/4,,BUCHA REDUÇÃO ROSCAVEL 1 1/2 X 1 1/4
E4R-6R6,C - HIDRÁULICA BRUTA,HIDRÁULICA,CAIXA D'ÁGUA,310 L,FORTLEV,CAIXA D'ÁGUA 310 L FORTLEV,CAIXA D'ÁGUA,FORTLEV,310 L,,,CAIXA D'ÁGUA FORTLEV 310 L
G4U-LRZ,C - HIDRÁULICA BRUTA,HIDRÁULICA,CAIXA D'ÁGUA,1000 L,FORTLEV,CAIXA D'ÁGUA 1000 L FORTLEV,CAIXA D'ÁGUA,FORTLEV,1000 L,,,CAIXA D'ÁGUA FORTLEV 1000 L
JKC-Q8M,C - HIDRÁULICA BRUTA,HIDRÁULICA,CAIXA D'ÁGUA,2000 L,FORTLEV,CAIXA D'ÁGUA 2000 L FORTLEV,CAIXA D'ÁGUA,FORTLEV,2000 L,,,CAIXA D'ÁGUA FORTLEV 2000 L
O63-NOJ,C - HIDRÁULICA BRUTA,HIDRÁULICA,CAIXA D'ÁGUA,500 L,FORTLEV,CAIXA D'ÁGUA 500 L FORTLEV,CAIXA D'ÁGUA,FORTLEV,500 L,,,CAIXA D'ÁGUA FORTLEV 500 L
GI2-CPP,C - HIDRÁULICA BRUTA,HIDRÁULICA,CAIXA DE,,,CAIXA DE,CAIXA DE,,,,,CAIXA DE
O00-PL0,C - HIDRÁULICA BRUTA,HIDRÁULICA,CAIXA SIFONADA,REDONDA,100 X 100 X 50 N.,CAIXA SIFONADA REDONDA 100 X 100 X 50 N.,CAIXA SIFONADA,REDONDA,100 X 100 X 50 N.,,,CAIXA SIFONADA REDONDA 100 X 100 X 50 N.
RPK-5PM,C - HIDRÁULICA BRUTA,HIDRÁULICA,CAIXA SIFONADA,QUADRADA,100 X 100 X 40 MM,CAIXA SIFONADA QUADRADA 100 X 100 X 40 MM,CAIXA SIFONADA,QUADRADA,100 X 100 X 40 MM,,,CAIXA SIFONADA QUADRADA 100 X 100 X 40 MM
XBU-6R8,C - HIDRÁULICA BRUTA,HIDRÁULICA,CAIXA SIFONADA,QUADRADA,100 X 100 X 50 N,CAIXA SIFONADA QUADRADA 100 X 100 X 50 N,CAIXA SIFONADA,QUADRADA,100 X 100 X 50 N,,,CAIXA SIFONADA QUADRADA 100 X 100 X 50 N
3MA-FSA,C - HIDRÁULICA BRUTA,ESGOTO,CAP ESGOTO,150 MM,,CAP ESGOTO 150 MM,CAP,ESGOTO,150 MM,,,CAP ESGOTO 150 MM
4E6-J8C,C - HIDRÁULICA BRUTA,ESGOTO,CAP ESGOTO,50MM,,CAP ESGOTO 50MM,CAP,ESGOTO,50MM,,,CAP ESGOTO 50MM
84P-HW0,C - HIDRÁULICA BRUTA,ESGOTO,CAP ESGOTO,75MM,,CAP ESGOTO 75MM,CAP,ESGOTO,75MM,,,CAP ESGOTO 75MM
B5F-8KN,C - HIDRÁULICA BRUTA,SOLDÁVEL,CAP SOLDÁVEL,20MM,,CAP SOLDÁVEL 20MM,CAP,SOLDÁVEL,20MM,,,CAP SOLDÁVEL 20MM
BEW-6M0,C - HIDRÁULICA BRUTA,SOLDÁVEL,CAP SOLDÁVEL,25MM,,CAP SOLDÁVEL 25MM,CAP,SOLDÁVEL,25MM,,,CAP SOLDÁVEL 25MM
DA1-FGU,C - HIDRÁULICA BRUTA,SOLDÁVEL,CAP SOLDÁVEL,32MM,,CAP SOLDÁVEL 32MM,CAP,SOLDÁVEL,32MM,,,CAP SOLDÁVEL 32MM
EVG-O33,C - HIDRÁULICA BRUTA,SOLDÁVEL,CAP SOLDÁVEL,40MM,,CAP SOLDÁVEL 40MM,CAP,SOLDÁVEL,40MM,,,CAP SOLDÁVEL 40MM
GXW-I1B,C - HIDRÁULICA BRUTA,ROSCÁVEL,CAP ROSCÁVEL,"3/4""",,"CAP ROSCÁVEL 3/4""",CAP,ROSCÁVEL,"3/4""",,,"CAP ROSCÁVEL 3/4"""
I6X-JN1,C - HIDRÁULICA BRUTA,ESGOTO,CAP ESGOTO,100MM,,CAP ESGOTO 100MM,CAP,ESGOTO,100MM,,,CAP ESGOTO 100MM
IZH-6LK,C - HIDRÁULICA BRUTA,ROSCÁVEL,CAP ROSCÁVEL,"1""",,"CAP ROSCÁVEL 1""",CAP,ROSCÁVEL,"1""",,,"CAP ROSCÁVEL 1"""
QH6-XHC,C - HIDRÁULICA BRUTA,ESGOTO,CAP ESGOTO,40MM,,CAP ESGOTO 40MM,CAP,ESGOTO,40MM,,,CAP ESGOTO 40MM
U4U-BMY,C - HIDRÁULICA BRUTA,ROSCÁVEL,CAP ROSCÁVEL,"1/2""",,"CAP ROSCÁVEL 1/2""",CAP,ROSCÁVEL,"1/2""",,,"CAP ROSCÁVEL 1/2"""
92Q-05W,C - HIDRÁULICA BRUTA,ROSCÁVEL,COLAR PARA TUBO,50 X 3/4 TIGRE,,COLAR PARA TUBO 50 X 3/4 TIGRE,COLAR PARA TUBO,50 X 3/4 TIGRE,,,,COLAR PARA TUBO 50 X 3/4 TIGRE
KNT-V33,C - HIDRÁULICA BRUTA,ROSCÁVEL,COLAR PARA TUBO,60 X 3/4 TIGRE,,COLAR PARA TUBO 60 X 3/4 TIGRE,COLAR PARA TUBO,60 X 3/4 TIGRE,,,,COLAR PARA TUBO 60 X 3/4 TIGRE
XX8-0OU,C - HIDRÁULICA BRUTA,ROSCÁVEL,COLAR PARA TUBO,40 X 3/4 TIGRE,,COLAR PARA TUBO 40 X 3/4 TIGRE,COLAR PARA TUBO,40 X 3/4 TIGRE,,,,COLAR PARA TUBO 40 X 3/4 TIGRE
FIL-4VG,C - HIDRÁULICA BRUTA,ESGOTO,CURVA ESGOTO,CURTA,90,CURVA ESGOTO CURTA 90,CURVA,ESGOTO,CURTA,90,75 MM,CURVA ESGOTO CURTA 90 75 MM
IR2-18R,C - HIDRÁULICA BRUTA,ESGOTO,CURVA ESGOTO,CURTA,90,CURVA ESGOTO CURTA 90,CURVA,ESGOTO,CURTA,90,100 MM,CURVA ESGOTO CURTA 90 100 MM
LUE-471,C - HIDRÁULICA BRUTA,ESGOTO,CURVA ESGOTO,CURTA,90,CURVA ESGOTO CURTA 90,CURVA,ESGOTO,CURTA,90,50 MM,CURVA ESGOTO CURTA 90 50 MM
LV4-MX5,C - HIDRÁULICA BRUTA,ESGOTO,CURVA ESGOTO,CURTA,90,CURVA ESGOTO CURTA 90,CURVA,ESGOTO,CURTA,90,40 MM,CURVA ESGOTO CURTA 90 40 MM
7Z6-END,C - HIDRÁULICA BRUTA,ROSCÁVEL,ENGATE FLEXÍVEL,50CM,,ENGATE FLEXÍVEL 50CM,ENGATE FLEX PVC C/ ANEL,50CM,,,,ENGATE FLEX PVC C/ ANEL 50CM
O9F-6WW,C - HIDRÁULICA BRUTA,ROSCÁVEL,ENGATE FLEXÍVEL,40CM,,ENGATE FLEXÍVEL 40CM,ENGATE FLEX PVC C/ ANEL,40CM,,,,ENGATE FLEX PVC C/ ANEL 40CM
TI1-NO2,C - HIDRÁULICA BRUTA,ROSCÁVEL,ENGATE FLEXÍVEL,30 CM,,ENGATE FLEXÍVEL 30 CM,ENGATE FLEX PVC C/ ANEL,30 CM,,,,ENGATE FLEX PVC C/ ANEL 30 CM
NC3-0LR,C - HIDRÁULICA BRUTA,HIDRÁULICA,ESPUDE,ASTRA,,ESPUDE ASTRA,ESPUDE,1 1/2/40MM (BS5) (30),ASTRA,,,ESPUDE 1 1/2/40MM (BS5) (30) ASTRA
RIO-6G8,C - HIDRÁULICA BRUTA,HIDRÁULICA,GRELHA,100MM,,GRELHA 100MM,GRELHA P/ CAIXA SIFONADA,REDONDA,100MM,,,GRELHA P/ CAIXA SIFONADA REDONDA 100MM
U7E-PNQ,C - HIDRÁULICA BRUTA,HIDRÁULICA,GRELHA,100MM,,GRELHA 100MM,GRELHA P/ CAIXA SIFONADA,QUADRADA,100MM,,,GRELHA P/ CAIXA SIFONADA QUADRADA 100MM
0KN-9O3,C - HIDRÁULICA BRUTA,ESGOTO,JOELHO ESGOTO 90,,75MM,JOELHO ESGOTO 90 75MM,JOELHO,ESGOTO,90,75MM,,JOELHO ESGOTO 90 75MM
0V6-NF1,C - HIDRÁULICA BRUTA,ESGOTO,JOELHO ESGOTO 90,,50 MM,JOELHO ESGOTO 90 50 MM,JOELHO,ESGOTO,90,50 MM,,JOELHO ESGOTO 90 50 MM
1G3-M5F,C - HIDRÁULICA BRUTA,SOLDÁVEL,JOELHO 90° SOLDÁVEL,,32 MM,JOELHO 90° SOLDÁVEL 32 MM,JOELHO,SOLDÁVEL,90,32 MM,,JOELHO SOLDÁVEL 90 32 MM
2J8-15U,C - HIDRÁULICA BRUTA,ROSCÁVEL,JOELHO ROSCÁVEL 90,,3/4',JOELHO ROSCÁVEL 90 3/4',JOELHO,ROSCÁVEL,90,3/4',,JOELHO ROSCÁVEL 90 3/4'
52T-87F,C - HIDRÁULICA BRUTA,ESGOTO,JOELHO ESGOTO 45,,40 MM,JOELHO ESGOTO 45 40 MM,JOELHO,ESGOTO,45,40 MM,,JOELHO ESGOTO 45 40 MM
5O4-4QQ,C - HIDRÁULICA BRUTA,ESGOTO,JOELHO ESGOTO 45,,50 MM,JOELHO ESGOTO 45 50 MM,JOELHO,ESGOTO,45,50 MM,,JOELHO ESGOTO 45 50 MM
5OH-5NS,C - HIDRÁULICA BRUTA,SOLDÁVEL,JOELHO MISTO SOLDÁVEL,,25 MM,JOELHO MISTO SOLDÁVEL 25 MM,JOELHO,SOLDÁVEL,MISTO,25 MM,,JOELHO SOLDÁVEL MISTO 25 MM
62E-5T6,C - HIDRÁULICA BRUTA,ESGOTO,JOELHO ESGOTO 90,,150 MM,JOELHO ESGOTO 90 150 MM,JOELHO,ESGOTO,90,150 MM,,JOELHO ESGOTO 90 150 MM
681-POX,C - HIDRÁULICA BRUTA,SOLDÁVEL,JOELHO 45° SOLDÁVEL,,32 MM,JOELHO 45° SOLDÁVEL 32 MM,JOELHO,SOLDÁVEL,45,32 MM,,JOELHO SOLDÁVEL 45 32 MM
7VH-2RD,C - HIDRÁULICA BRUTA,ESGOTO,JOELHO ESGOTO 90,,40 MM,JOELHO ESGOTO 90 40 MM,JOELHO,ESGOTO,90,40 MM,,JOELHO ESGOTO 90 40 MM
83H-EON,C - HIDRÁULICA BRUTA,SOLDÁVEL,JOELHO 45° SOLDÁVEL,,25 MM,JOELHO 45° SOLDÁVEL 25 MM,JOELHO,SOLDÁVEL,45,25 MM,,JOELHO SOLDÁVEL 45 25 MM
8F8-XNT,C - HIDRÁULICA BRUTA,ESGOTO,JOELHO ESGOTO 90,,100 MM,JOELHO ESGOTO 90 100 MM,JOELHO,ESGOTO,90,100 MM,,JOELHO ESGOTO 90 100 MM
9CE-CYV,C - HIDRÁULICA BRUTA,ESGOTO,JOELHO ESGOTO 45,,100 MM,JOELHO ESGOTO 45 100 MM,JOELHO,ESGOTO,45,100 MM,,JOELHO ESGOTO 45 100 MM
BF7-R70,C - HIDRÁULICA BRUTA,ESGOTO,JOELHO ESGOTO 45,,75 MM,JOELHO ESGOTO 45 75 MM,JOELHO,ESGOTO,45,75 MM,,JOELHO ESGOTO 45 75 MM
DC8-FGV,C - HIDRÁULICA BRUTA,SOLDÁVEL,JOELHO 90° SOLDÁVEL,,50 MM,JOELHO 90° SOLDÁVEL 50 MM,JOELHO,SOLDÁVEL,90,50 MM,,JOELHO SOLDÁVEL 90 50 MM
E7X-38C,C - HIDRÁULICA BRUTA,ROSCÁVEL,JOELHO ROSCÁVEL 90,,1/2',JOELHO ROSCÁVEL 90 1/2',JOELHO,ROSCÁVEL,90,1/2',,JOELHO ROSCÁVEL 90 1/2'
F0M-DBG,C - HIDRÁULICA BRUTA,SOLDÁVEL,JOELHO 90° SOLDÁVEL,,25 MM,JOELHO 90° SOLDÁVEL 25 MM,JOELHO,SOLDÁVEL,90,25 MM,,JOELHO SOLDÁVEL 90 25 MM
IB1-E7T,C - HIDRÁULICA BRUTA,SOLDÁVEL,JOELHO 90° SOLDÁVEL,,40 MM,JOELHO 90° SOLDÁVEL 40 MM,JOELHO,SOLDÁVEL,90,40 MM,,JOELHO SOLDÁVEL 90 40 MM
JN1-Y25,C - HIDRÁULICA BRUTA,SOLDÁVEL,JOELHO 90° SOLDÁVEL,,20 MM,JOELHO 90° SOLDÁVEL 20 MM,JOELHO,SOLDÁVEL,90,20 MM,,JOELHO SOLDÁVEL 90 20 MM
JUX-5XI,C - HIDRÁULICA BRUTA,SOLDÁVEL,JOELHO 90° SOLDÁVEL,,25 MM X 20 MM,JOELHO 90° SOLDÁVEL 25 MM X 20 MM,JOELHO,SOLDÁVEL,90,25 MM X 20 MM,,JOELHO SOLDÁVEL 90 25 MM X 20 MM
OHO-DP7,C - HIDRÁULICA BRUTA,SOLDÁVEL,JOELHO 90° SOLDÁVEL,,60 MM,JOELHO 90° SOLDÁVEL 60 MM,JOELHO,SOLDÁVEL,90,60 MM,,JOELHO SOLDÁVEL 90 60 MM
OZS-471,C - HIDRÁULICA BRUTA,SOLDÁVEL,JOELHO MISTO SOLDÁVEL,,25 MM X 1/2',JOELHO MISTO SOLDÁVEL 25 MM X 1/2',JOELHO,SOLDÁVEL,MISTO,25 MM X 1/2',,JOELHO SOLDÁVEL MISTO 25 MM X 1/2'
Q38-37S,C - HIDRÁULICA BRUTA,SOLDÁVEL,JOELHO 45° SOLDÁVEL,,20 MM,JOELHO 45° SOLDÁVEL 20 MM,JOELHO,SOLDÁVEL,45,20 MM,,JOELHO SOLDÁVEL 45 20 MM
TXU-V1O,C - HIDRÁULICA BRUTA,SOLDÁVEL,JOELHO MISTO SOLDÁVEL,,20 MM,JOELHO MISTO SOLDÁVEL 20 MM,JOELHO,SOLDÁVEL,MISTO,20 MM,,JOELHO SOLDÁVEL MISTO 20 MM
U5Q-Z78,C - HIDRÁULICA BRUTA,SOLDÁVEL,JOELHO 45° SOLDÁVEL,,40 MM,JOELHO 45° SOLDÁVEL 40 MM,JOELHO,SOLDÁVEL,45,40 MM,,JOELHO SOLDÁVEL 45 40 MM
U7C-C6K,C - HIDRÁULICA BRUTA,ESGOTO,JOELHO ESGOTO 90,,200 MM,JOELHO ESGOTO 90 200 MM,JOELHO,ESGOTO,90,200 MM,,JOELHO ESGOTO 90 200 MM
WQR-82V,C - HIDRÁULICA BRUTA,ROSCÁVEL,JOELHO ROSCÁVEL 90,,"1""","JOELHO ROSCÁVEL 90 1""",JOELHO,ROSCÁVEL,90,"1""",,"JOELHO ROSCÁVEL 90 1"""
XDH-F8W,C - HIDRÁULICA BRUTA,SOLDÁVEL,JOELHO 90° SOLDÁVEL,,32 MM X 25 MM,JOELHO 90° SOLDÁVEL 32 MM X 25 MM,JOELHO,SOLDÁVEL,90,32 MM X 25 MM,,JOELHO SOLDÁVEL 90 32 MM X 25 MM
3TX-ER0,C - HIDRÁULICA BRUTA,ESGOTO,JUNÇÃO,ESGOTO,40 MM,JUNÇÃO ESGOTO 40 MM,JUNÇÃO,ESGOTO,,40 MM,,JUNÇÃO ESGOTO 40 MM
4X0-7KN,C - HIDRÁULICA BRUTA,ESGOTO,JUNÇÃO,ESGOTO,100 X 75,JUNÇÃO ESGOTO 100 X 75,JUNÇÃO,ESGOTO,,100 X 75,,JUNÇÃO ESGOTO 100 X 75
8QE-OBM,C - HIDRÁULICA BRUTA,ESGOTO,JUNÇÃO,ESGOTO,100 X 50,JUNÇÃO ESGOTO 100 X 50,JUNÇÃO,ESGOTO,,100 X 50,,JUNÇÃO ESGOTO 100 X 50
91P-RXQ,C - HIDRÁULICA BRUTA,ESGOTO,JUNÇÃO,ESGOTO,50 MM,JUNÇÃO ESGOTO 50 MM,JUNÇÃO,ESGOTO,,50 MM,,JUNÇÃO ESGOTO 50 MM
DHS-C2J,C - HIDRÁULICA BRUTA,ESGOTO,JUNÇÃO,ESGOTO,50 MM,JUNÇÃO ESGOTO 50 MM,JUNÇÃO,ESGOTO,,50 MM,,JUNÇÃO ESGOTO 50 MM
